Id	Code	Name	District	ExpenditurePerPupil	InstructionalExpendituresPercentage	CombinedWealthRatio	NeedsIndex	FreeLunchPercentage	ReducedLunchPercentage	LimitedEnglishProficientPercentage	EthnicDiversity	GraduatePercentage	DroppedOutPercentage
687	661201060006	BYRAM HILLS HIGH SCHOOL	BYRAM HILLS CENTRAL SCHOOL DISTRICT	30557	69.9712536	2.829	6	1	1	0	37.35996074	100	0
688	661301040003	NORTH SALEM MIDDLE SCHOOL/HIGH SCHOOL	NORTH SALEM CENTRAL SCHOOL DISTRICT	30952	74.9882147	1.779	6	4	2	1	34.48719569	99.10714286	0
689	661401030007	OSSINING HIGH SCHOOL	OSSINING UNION FREE SCHOOL DISTRICT	22933	78.9223728	1.067	5	26	7	8	19.17985054	86.14457831	5.722891566
690	661402020002	BRIARCLIFF HIGH SCHOOL	BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT	31756	73.5788671	1.79	6	3	1	0	31.74691586	100	0
691	661500010009	PEEKSKILL HIGH SCHOOL	PEEKSKILL CITY SCHOOL DISTRICT	24638	77.3351828	0.624	3	61	7	11	21.51975836	75.11737089	10.79812207
692	661601030005	PELHAM MEMORIAL HIGH SCHOOL	PELHAM UNION FREE SCHOOL DISTRICT	22906	77.2952665	1.416	6	8	4	1	25.631361	99.47916667	0.520833333
693	661800010004	RYE HIGH SCHOOL	RYE CITY SCHOOL DISTRICT	22327	79.252104	3.039	6	3	0	1	33.67343166	99.09502262	0.904977376
694	661901030002	RYE NECK SENIOR HIGH SCHOOL	RYE NECK UNION FREE SCHOOL DISTRICT	23007	79.8101303	1.844	6	8	4	1	27.00925767	100	0
695	661904030008	PORT CHESTER SENIOR HIGH SCHOOL	PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT	20519	79.6266979	0.865	3	42	11	14	28.35254251	84.48844884	5.940594059
696	661905020002	BLIND BROOK HIGH SCHOOL	BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT	26073	78.8284491	1.685	6	0	1	0	36.93056548	100	0
697	662001030010	SCARSDALE SENIOR HIGH SCHOOL	SCARSDALE UNION FREE SCHOOL DISTRICT	28806	77.048908	3.383	6	0	0	1	28.92346222	100	0
698	662101060001	SOMERS SENIOR HIGH SCHOOL	SOMERS CENTRAL SCHOOL DISTRICT	24736	72.7344544	1.288	6	6	0	1	36.53354623	98.52941176	0.735294118
699	662200010011	WHITE PLAINS SENIOR HIGH SCHOOL	WHITE PLAINS CITY SCHOOL DISTRICT	25703	76.5967604	1.479	5	25	5	9	20.20560978	88.04920914	4.920913884
700	662300010037	GORTON HIGH SCHOOL	YONKERS CITY SCHOOL DISTRICT	20146	76.9700449	0.755	2	89	3	12	22.69508023	60.1910828	23.24840764
701	662300010038	LINCOLN HIGH SCHOOL	YONKERS CITY SCHOOL DISTRICT	20146	76.9700449	0.755	2	84	4	9	24.27138233	76.40117994	10.02949853
702	662300010040	SAUNDERS TRADES & TECHNICAL HIGH SCHOOL	YONKERS CITY SCHOOL DISTRICT	20146	76.9700449	0.755	2	75	6	2	19.80908882	94.65648855	3.435114504
703	662300010043	EARLY COLLEGE HIGH SCHOOL	YONKERS CITY SCHOOL DISTRICT	20146	76.9700449	0.755	2	79	7	10	20.30517175	69.03553299	22.33502538
704	662300010048	YONKERS HIGH SCHOOL	YONKERS CITY SCHOOL DISTRICT	20146	76.9700449	0.755	2	62	8	10	15.99583279	90.3654485	6.312292359
705	662300010050	RIVERSIDE HIGH SCHOOL	YONKERS CITY SCHOOL DISTRICT	20146	76.9700449	0.755	2	85	4	9	26.05187133	70.32967033	16.84981685
706	662300010056	PALISADE PREPARATORY SCHOOL	YONKERS CITY SCHOOL DISTRICT	20146	76.9700449	0.755	2	81	6	5	21.99696949	78.40909091	13.63636364
707	662401060007	LAKELAND HIGH SCHOOL	LAKELAND CENTRAL SCHOOL DISTRICT	24652	76.2986205	0.751	5	10	5	1	30.9041529	96.55172414	1.53256705
708	662401060010	WALTER PANAS HIGH SCHOOL	LAKELAND CENTRAL SCHOOL DISTRICT	24652	76.2986205	0.751	5	12	6	1	25.96664527	97.28682171	1.550387597
709	662402060001	YORKTOWN HIGH SCHOOL	YORKTOWN CENTRAL SCHOOL DISTRICT	25544	75.810478	1.023	6	2	1	0	31.66964898	98.42271293	0.630914826
710	670201060001	ATTICA SENIOR HIGH SCHOOL	ATTICA CENTRAL SCHOOL DISTRICT	17941	67.5881663	0.455	5	21	10	0	39.35818424	87.31343284	7.462686567
711	670401040001	LETCHWORTH SENIOR HIGH SCHOOL	LETCHWORTH CENTRAL SCHOOL DISTRICT	17556	70.3954066	0.416	5	18	8	0	37.97235837	94.20289855	4.347826087
712	671201060002	PERRY HIGH SCHOOL	PERRY CENTRAL SCHOOL DISTRICT	18856	66.1275464	0.47	5	29	10	0	38.32188235	90.4109589	5.479452055
713	671501040002	WARSAW MIDDLE/SENIOR HIGH SCHOOL	WARSAW CENTRAL SCHOOL DISTRICT	18280	69.612315	0.423	5	26	8	0	38.87244097	96.15384615	3.846153846
714	680601060001	PENN YAN ACADEMY	PENN YAN CENTRAL SCHOOL DISTRICT	19660	67.7933068	0.855	4	31	10	2	38.32188235	87.96992481	10.52631579
715	680801040001	DUNDEE JUNIOR-SENIOR HIGH SCHOOL	DUNDEE CENTRAL SCHOOL DISTRICT	17635	70.1123318	0.512	4	36	13	0	37.32246866	87.03703704	7.407407407
